label,bankname,CERT
1,TEXAS REGIONAL BANK,26906
2,BANK OF SOUTH CAROLINA,26912
1,CUMBERLAND VALLEY NB&T CO,2691
1,COOP BANK,26922
2,PEOPLES BANK OF DEER LODGE,26941
2,AMERICAN STATE BANK,26944
1,BANK OF CLEVELAND,26955
2,FIRST NB OF GRAYSON,2695
1,FIRST BANK OF THE LAKE,26960
1,WILSON BANK&TRUST,26962
2,FIRST SOUTHERN NATIONAL BANK,2700
2,YOUNG AMERICANS BANK,27010
1,42 NORTH PRIVATE BANK,27015
1,NATIVE AMERICAN BANK NA,27026
1,SANGER BANK,27043
2,COMMUNITY NB&T,27046
1,ST CHARLES B&T CO NA,27052
2,SUMITOMO MITSUI TR BK U SA,27054
1,STATE BANK OF TEXAS,27074
2,CHARLOTTE STATE BANK&TRUST,27086
1,FIRST NB OF MANCHESTER,2708
3,ASSOCIATED TRUST CO NA,27102
1,FIRST STB OF THE SE INC,2710
2,PREMIER BANK OF THE SOUTH,27118
1,TRADITIONAL BANK INC,2711
1,UNITED SECURITY BANK,27132
2,CITIZENS BANK&TRUST INC,27153
2,CITIZENS BANK OF KY INC,2718
2,COMMUNITY STATE BANK,27201
2,ENGLEWOOD BANK&TRUST,27205
1,COMMUNITY TRUST BANK INC,2720
1,INTERBANK,27210
1,FIRST COMMUNITY BANK OF TN,27211
1,INDEPENDENT CORRESPONDENT BA,27219
2,PEOPLES INDEPENDENT BANK,27233
2,STAR FINANCIAL BANK,27235
1,ENTERPRISE BANK&TRUST,27237
1,WINCHESTER COOP BANK,27238
2,SALYERSVILLE NATIONAL BANK,2723
2,WAYCROSS BANK&TRUST,27254
2,CITIZENS NB OF SOMERSET,2725
1,AMERASIA BANK,27267
1,DEAN COOP BANK,27269
1,SARATOGA NATIONAL BANK&TRUST,27290
0,SYNCHRONY BANK,27314
3,SILVERGATE BANK,27330
2,REPUBLIC BANK,27332
2,BANK OF BUFFALO,2733
1,BANKERS BANK OF KANSAS,27351
1,FIRST NB OF KENTUCKY,2735
2,PRAIRIE STATE BANK&TRUST,27362
2,FIRST METRO BANK,27381
1,PORT RICHMOND SAVINGS,27385
1,WELLS FARGO NB WEST,27389
2,FIRST&FARMERS NB INC,2738
1,FIRST BANK&TRUST CO,27394
1,PEOPLES BANK,27398
1,ENTERPRISE BANK&TRUST CO,27408
1,COMMERCIAL BANK,27409
1,FARMERS NB OF DANVILLE,2740
1,HOME LN INV BANK FSB,27417
1,AMERICAN EXPRESS NB,27471
1,BANCFIRST,27476
3,FIRST FINANCIAL TRUST NA,27479
1,BANK OF THE LOWCOUNTRY,27496
0,COMENITY BANK,27499
2,BERKSHIRE BANK,27503
1,LINCOLN NB OF HODGENVILLE,2750
2,METRO BANK,27510
2,CITIZENS NB OF LEBANON,2753
2,FARMERS NB OF LEBANON,2754
1,BURLING BANK,27556
1,NORTH ALABAMA BANK,27560
1,GLEN BURNIE MUTUAL SB,27567
1,COMMUNITY WEST BANK NA,27572
0,LAKE FOREST B&T CO NA,27589
2,FNB BANK INC,2759
1,MORGANTOWN BANK&TRUST CO INC,275
2,PIEDMONT FSB,27619
2,FIRST FEDERAL BANK OF OHIO,27643
1,HOME FEDERAL BANK,27654
2,FARMERS BANK&TRUST CO,2765
1,STERLING FEDERAL BANK FSB,27664
1,HOMETRUST BANK,27677
1,FIRST FEDERAL CMTY BANK SSB,27678
1,FIRST NB OF RUSSELL SPRINGS,2767
2,NORTH SHORE TRUST&SAVINGS,27683
2,SLOVENIAN S&LA OF CANONSBURG,27686
1,FIFTH DISTRICT SAVINGS BANK,27697
1,WAKE FOREST FS&LA,27704
2,ALTOONA FIRST SAVINGS BANK,27711
1,MUTUAL SAVINGS&LOAN ASSN,27716
2,SECURITY BANK S B,27723
2,LYONS FEDERAL BANK,27727
1,MUTUAL SAVINGS BANK,27742
1,HIBERNIA BANK,27752
2,WEST VIEW SAVINGS BANK,27760
1,INFIRST BANK,27763
1,UNION FS&LA,27767
1,GATE CITY BANK,27774
2,MIDSOUTH BANK,2777
1,WILLIAM PENN BANK,27799
2,FIRST NATIONAL BANK&TRUST,2779
1,FAIRFIELD FS&LA OF LANCASTER,27806
1,INDEPENDENT BANK,27811
1,SALEM COOP BANK,27824
1,CITIZENS FS&LA,27841
1,PIONEER SAVINGS BANK,27847
2,FIRST BANK OF BOAZ,2784
1,MALVERN BANK N A,27861
2,PIONEER BANK,27872
2,COMMUNITY NEIGHBOR BANK,2787
2,HUNTINGTON FSB,27884
1,BLACK MOUNTAIN SB SSB,27897
1,HOME S&LA OF CARROLL CNTY FA,27898
1,CENTRAL SAVINGS FSB,27910
1,RIVERWOOD BANK,27932
1,BRENTWOOD BANK,27943
2,FIRST NB OF DOZIER,2794
1,GREENVILLE FEDERAL,27965
2,COMMUNITY SAVINGS,27969
1,CAPITOL FEDERAL SAVINGS BANK,27981
1,OSB COMMUNITY BANK,27989
1,GUARDIAN SAVINGS BANK,27998
1,BELMONT SAVINGS BANK SSB,28035
2,FIRST NB OF HARTFORD,2804
1,HNB FIRST BANK,2805
1,CITIZENS FS&LA,28060
2,COVINGTON SAVINGS&LOAN ASSN,28063
2,HARRISON BUILDING&LOAN ASSN,28080
1,NELSONVILLE HOME&SAVINGS,28085
1,WASHINGTON FEDERAL BANK,28088
1,HOME BANK NATIONAL ASSN,28094
2,COLLINSVILLE BLDG&LA,28103
2,FIRST ROBINSON SB NA,28105
2,YAKIMA FS&LA,28116
1,WEST TOWN BANK&TRUST,28151
2,PROFILE BANK,28155
1,CINCINNATUS SAVINGS&LOAN CO,28157
1,EASTERN CONNECTICUT SB,28167
1,NORTHWEST BANK,28178
1,MCS BANK,28186
2,HYDEN CITIZENS BANK,281
2,SAN LUIS VALLEY FEDERAL BANK,28208
1,WINTER HILL BANK FSB,28213
1,WARSAW FS&LA,28217
2,HADDON SAVINGS BANK,28222
1,HOME SAVINGS BANK,28246
1,ESSA BANK&TRUST,28262
1,CF BANK NATIONAL ASSN,28263
1,RAYMOND FEDERAL BANK,28266
1,OZARKS FS&LA,28277
1,AUBURN SAVINGS BANK FSB,28288
1,FRIEND BANK,2828
2,FIRST SOUTHERN STATE BANK,2829
1,MUTUAL FEDERAL BANK,28302
2,RIVERSIDE SAVINGS BANK SSB,28314
1,RG BANK A SAVINGS&LOAN ASSN,28315
1,FIDELITY BANK,28316
1,FIRST BANK OF ALABAMA,2832
1,SOUTHERN BANK,28332
1,CINCINNATI FEDERAL,28346
2,BELMONT SAVINGS BANK,28348
1,HOME FS&LA OF NILES,28349
1,OCEANFIRST BANK NA,28359
1,CENTURY BANK,28362
1,MIDDLESEX FEDERAL SAVINGS FA,28368
1,ROCKLAND SAVINGS BANK FSB,28369
2,ADIRONDACK BANK,28380
1,AMERIFIRST BANK,2838
3,EDWARD JONES TRUST CO,28390
1,FIRST PALMETTO BANK,28396
1,WESTBURY BANK,28400
2,EUREKA SAVINGS BANK,28401
1,FIRST FED BANK,28405
2,CENTRAL FS&LA,28425
2,FIRST FSB CHAMPAIGN URBANA,28445
1,TIMBERLAND BANK,28453
2,LIBERTY BANK,28463
2,ROXBORO SAVINGS BANK SSB,28471
2,FARMERS&MECHANICS FSB,28478
1,COLUMBIA SAVINGS&LOAN ASSN,28480
2,COLONIAL FSB,28481
1,BANNER BANK,28489
1,AUBURN BANKING CO,284
2,ARGENTINE FEDERAL SAVINGS,28507
2,FARMERS BANK,2850
1,WATERSTONE BANK SSB,28513
2,TRUSTTEXAS BANK SSB,28515
1,FORWARD BANK,28530
1,FIRST BANK RICHMOND,28533
2,CUSTER FEDERAL STATE BANK,28543
1,VALLEY CENTRAL BANK,28555
1,MAPLE CITY SAVINGS BANK FSB,28585
1,STURGIS BANK&TRUST CO,28593
1,OLYMPIA FS&LA,28599
1,PULASKI SAVINGS BANK,28611
1,EQUITABLE BANK SSB,28614
1,FIRST FEDERAL S&L BANK,28635
2,MILTON SAVINGS BANK,28637
2,FAIRVIEW SAVINGS&LOAN ASSN,28652
2,BROOKVILLE BLDG&SVG ASSN,28663
1,HOMESTEAD SAVINGS BANK,28667
2,CONNEAUT SAVINGS BANK,28677
1,NORTH SHORE BANK,28679
1,AMBLER SAVINGS BANK,28701
2,VERSAILLES SAVINGS&LOAN CO,28703
2,FIRST FS&LA OF GREENE CO,28706
1,GSL SAVINGS BANK,28708
1,NORTHFIELD BANK,28710
1,FIRST FS OF MIDDLETOWN,28712
1,KENTLAND FS&LA,28722
2,FIRST SAVINGS BANK,28723
1,ASCENDIA BANK,28729
2,GOLDEN BELT BANK FSA,28735
2,HOYNE SAVINGS BANK,28747
1,KEARNY BANK,28765
2,FIRST FSB OF ANGOLA,28769
2,SOMERSET SAVINGS BANK SLA,28778
1,ARUNDEL FEDERAL SAVINGS BANK,28780
2,STURDY SAVINGS BANK,28788
1,SUPERIOR SAVINGS BANK,28790
1,SHARON BANK,28793
1,COMMUNITY FINL SERVICES BK,287
2,SUNNYSIDE FS&LA OF IRVINGTON,28805
1,BANKFINANCIAL NATIONAL ASSN,28808
1,ARMOR BANK,28812
1,CREST SAVINGS BANK,28818
1,COLUMBIA BANK,28834
2,UNITED SAVINGS BANK,28836
1,BRATTLEBORO S&LA,28837
2,COMMUNITY SAVINGS BANK,28841
1,FIRST FSB OF TWIN FALLS,28845
1,FIRST PIEDMONT FS&LA GAFFNEY,28859
2,CENTURY SAVINGS&LOAN ASSN,28860
1,MIDCOUNTRY BANK,28865
1,MINEOLA COMMUNITY BANK SSB,28868
1,WALLKILL VALLEY FS&LA,28870
1,SECURITY FSB,28894
2,FARMERS&TRADERS BK CAMPTON,288
1,FIRST FINANCIAL BANK,28905
1,IRON WORKERS SAVINGS BANK,28908
1,EVERGREEN FEDERAL BANK,28914
1,FIRST FEDERAL SAVINGS BANK,28924
2,SECURITY SAVINGS BANK,28925
1,VERIMORE BANK,28930
1,CARTHAGE S&L NA,28942
1,AMORY FS&LA,28949
1,LADYSMITH FS&LA,28983
1,WCF FINANCIAL BANK,28989
2,BANK OF HINDMAN,289
1,FIRST FS&LA,29005
2,LIBERTY BANK FOR SAVINGS,29009
1,MECHANICS BANK,29011
2,HERITAGE BANK,29012
1,BEDFORD FEDERAL SAVINGS BANK,29024
1,HANCOCK COUNTY SB FSB,29035
1,HOME FEDERAL SAVINGS BANK,29042
1,FIRST FEDERAL BANK OF KS CTY,29047
2,LAKE CITY FEDERAL BANK,29049
1,FIRST FEDERAL SAVINGS BANK,29056
1,FIRST FINANCIAL NW BANK,29058
1,TUCUMCARI FS&LA,29059
1,TARBORO SAVINGS BANK SSB,29061
1,ELBERTON FS&LA,29065
1,DEL NORTE BANK,29066
1,BANK 34,29087
2,NEWPORT FEDERAL BANK,29089
1,FIRST FS&LA,29090
2,INVESTORS COMMUNITY BANK,29093
1,PYRAMAX BANK FSB,29120
2,UNION SAVINGS BANK,29121
2,FIRST FS&LA OF VAN WERT,29135
1,AMERICAN FEDERAL BANK,29140
1,SYSTEMATIC SAVINGS BANK,29143
1,NORTHEAST COMMUNITY BANK,29147
1,FIRST FS&LA OF VALDOSTA,29164
1,UNITED ROOSEVELT SB,29170
1,NEW CARLISLE FSB,29173
1,BANKTENNESSEE,29177
1,LAWRENCEBURG FEDERAL BANK,29186
2,FOX VALLEY SAVINGS BANK,29188
2,JACKSON COUNTY BANK,291
1,GRAHAM SAVINGS&LOAN SSB,29206
1,DALHART FS&LA SSB,29208
1,NEXBANK,29209
2,WASHINGTON SAVINGS BANK,29227
2,COUNTY SAVINGS BANK,29231
1,WOODRUFF FS&LA,29238
1,HENDERSON FSB,29241
1,EUREKA HOMESTEAD,29268
2,CUMBERLAND FEDERAL BANK FSB,29293
1,PREVAIL BANK,29294
1,MONTICELLO BANKING CO,292
1,TC FEDERAL BANK,29331
1,FIRST SOUTHERN BANK,29332
2,FIRST FS&LA,29345
1,FAMILY BANK,29357
2,SIDNEY FS&LA,29379
2,PERU FEDERAL SAVINGS BANK,29384
1,GN BANK,29399
1,WORTHINGTON FSB FSB,29426
1,COMPASS SAVINGS BANK,29430
1,NORTH SIDE FS&LA OF CHICAGO,29449
2,STATE BANK NORTHWEST,2945
2,ARMSTRONG COUNTY BLDG&LA,29471
1,HOME FS&LA OF GRAND ISLAND,29476
1,KINGSTREE FS&LA,29486
1,FIRST FS&LA OF LAKEWOOD,29488
1,FIRST FS&LA OF RAVENSWOOD,29490
2,VAN WERT FSB,29495
1,SENECA SAVINGS,29496
1,INTERSTATE FS&LA OF MCGREGOR,29501
1,AFFINITY BANK,29510
1,PIONEER FS&LA,29517
1,WASHINGTON FINANCIAL BANK,29520
2,FIDELITY FS&LA OF DELAWARE,29521
1,PEOPLES BANK,29523
2,NOKOMIS SAVINGS BANK,29532
2,DE WITT SAVINGS BANK,29535
1,FIRST FEDERAL BANK&TRUST,29537
1,GREAT SOUTHERN BANK,29546
2,PINNACLE BANK,29548
1,UNITED FIDELITY BANK FSB,29566
1,HOME S&L KENTON OH DBA HSLC,29571
1,HERITAGE BANK OF ST TAMMANY,29577
1,MONROE FS&LA,29578
2,PEE DEE FEDERAL SAVINGS BANK,29582
1,ROSEDALE FS&LA,29613
2,FIRST MUTUAL BANK FSB,29617
2,FIRST FS&LA OF MCMINNVILLE,29624
1,SECOND FS&LA OF PHILADELPHIA,29627
1,WINDSOR FS&LA,29632
1,FIRST FS&LA OF BATH,29636
2,BIG HORN FSB,29637
1,FIRST FS&LA OF CNTL IL S B,29645
1,FIRST FS&LA,29646
1,GREAT MIDWEST BANK SSB,29657
2,CFSBANK,29672
1,IROQUOIS FS&LA,29675
1,PAPER CITY SAVINGS ASSN,29676
2,NASHVILLE SAVINGS BANK,29677
1,ANTHEM BANK&TRUST,29679
2,HOME FEDERAL BANK OF TN,29683
2,MARTINSVILLE FIRST SB,29685
1,FIRST FEDERAL SAVINGS BANK,29690
2,KEYSAVINGS BANK,29691
1,LINCOLN FSB OF NEBRASKA,29692
1,HOME LOAN SAVINGS BANK,29695
1,BUFFALO FEDERAL BANK,29696
1,BANK OF EDMONSON COUNTY,296
1,CENTURY NEXT BANK,29700
1,FIRST FED CMTY BK OF BUCYRUS,29705
1,NORTH AMERICAN SB FSB,29708
1,FIRST FSB OF WASHINGTON,29710
2,SOUTHERN BANK CO,29731
1,AROOSTOOK COUNTY FS&LA,29743
1,FIRST SEACOAST BANK,29744
1,MARATHON BANK,29745
2,SOUTHERN HILLS CMTY BANK,29749
1,CLAY COUNTY SAVINGS BANK,29764
1,KS BANK INC,29771
2,VIDALIA FEDERAL SAVINGS BANK,29772
2,CARROLLTON FEDERAL BANK,29774
2,FIRST FEDERAL BANK,29782
1,HIGH COUNTRY BANK,29783
1,FIRST FEDERAL CMTY BANK NA,29787
2,LEWISBURG BANKING CO,297
2,LISLE SAVINGS BANK,29800
2,CATALYST BANK,29804
2,FIRST SB OF HEGEWISCH,29809
2,PEOPLES SAVINGS&LOAN CO,29813
1,MILFORD FEDERAL BANK,29835
1,FIRST FS&LA OF LORAIN,29838
1,CROSSROADS BANK,29839
1,COMMONWEALTH COOP BANK,29842
1,PREMIER BANK,29845
2,EATON COMMUNITY BANK,29846
1,WAYNE SAVINGS COMMUNITY BANK,29847
2,LIBERTY SAVINGS ASSN FSA,29857
1,SSB COMMUNITY BANK,29858
1,DEARBORN FSB,29874
1,NVE BANK,29875
1,AMERICAN CMTY BANK OF IN,29878
2,BAKER-BOYER NATIONAL BANK,2987
2,HOME BANK SB,29881
2,ELIZABETHTON FSB,29904
1,LOGANSPORT SAVINGS BANK,29907
2,SCOTTSBURG BLDG&LA,29910
1,RIVERVIEW BANK,29922
1,UNION SAVINGS&LOAN ASSN,29933
1,FIRST FSB OF KENTUCKY,29937
1,BOGOTA SAVINGS BANK,29941
1,SANTANDER BANK N A,29950
1,FIRST SAVINGS BANK,29961
1,EQUITABLE SAVINGS&LOAN CO,29966
1,PEOPLES SAVINGS BANK,29975
2,MIDLAND FS&LA,29980
2,GUARDIAN SAVINGS BANK,29986
1,MUTUAL SAVINGS ASSN,29988
1,PHOENIXVILLE FEDERAL B&T,29995
1,MUTUAL SAVINGS BANK,29999
1,THIRD FS&LA OF CLEVELAND,30012
1,HUNTINGDON SAVINGS BANK,30031
1,HAVEN SAVINGS BANK,30039
2,BEARDSTOWN SAVINGS S B,30043
1,BLUE FOUNDRY BANK,30052
2,FIRST FS&LA OF GREENSBURG,30058
1,PEOPLES CMTY BK SB MONTICELL,30065
2,CORNERSTONE BANK,30067
1,SCHUYLER SAVINGS BANK,30072
1,SPENCER SAVINGS BANK SLA,30076
2,MERCER SAVINGS BANK,30084
1,PRESENCE BANK,30085
1,MONROE SAVINGS BANK,30103
1,OCONEE FS&LA,30111
1,RELIANCE SAVINGS BANK,30117
2,PENNCREST BANK,30119
2,INVESTMENT SAVINGS BANK,30121
1,BOONVILLE FSB,30128
2,MID-SOUTHERN SB FSB,30133
2,CITIZENS FSB,30150
1,MILFORD BUILDING&LOAN ASSN,30152
2,SEWICKLEY SAVINGS BANK,30154
1,HATBORO FEDERAL SAVINGS FA,30155
1,FIRST CMTY BANK OF CULLMAN,30166
1,CULLMAN SAVINGS BANK,30167
1,HOME SB OF WAPAKONETA,30176
1,HIGH PLAINS BANK,3017
1,OPPORTUNITY BANK OF MONTANA,30182
2,MILLVILLE SAVINGS BANK,30183
2,FIRST NB OF FLEMING,3018
2,ROCKY MOUNTAIN BANK&TRUST,3019
1,HOMETOWN BANK,30219
1,CHESTER NATIONAL BANK,30220
1,CROSS COUNTY SAVINGS BANK,30260
1,CITIZENS SAVINGS BANK,30270
2,FIRST FED BK LITTLEFIELD TX,30291
2,FIRST NATIONAL BANK OF HUGO,3029
1,MASPETH FS&LA,30303
1,EAST WISCONSIN SAVINGS BANK,30313
1,FIRST FSB OF LINCOLNTON,30315
2,POINTS WEST COMMUNITY BANK,3031
1,ABBEVILLE BLDG&L STATE-CHART,30332
1,BEAUREGARD FSB,30339
2,FIRST NATIONAL BANK COLORADO,3034
1,BANK OF BENNINGTON,30350
2,STREATOR HOME SAVINGS BANK,30357
1,FIRST SAVINGS&LOAN ASSN,30358
1,1ST BANK OF SEA ISLE CITY,30367
0,FIRSTBANK PUERTO RICO,30387
2,GUNNISON SAVINGS&LOAN ASSN,30388
1,CARVER FEDERAL SAVINGS BANK,30394
2,TECUMSEH FEDERAL BANK,30395
1,GEDDES FS&LA,30397
1,UNITED CUMBERLAND BANK,303
1,PENN COMMUNITY BANK,30401
2,FRANKLIN BANK,30402
1,FIRST FEDERAL BANK OF WI,30422
2,CENTURY SAVINGS BANK,30428
1,MASSENA SAVINGS&LOAN,30429
1,SSB BANK,30431
1,MORGANTON SAVINGS BANK SSB,30434
1,EAGLE BANK,30439
2,FIRST FEDERAL BANK OF LA,30441
2,RAYNE BUILDING&LOAN ASSN,30447
1,MANASQUAN BANK,30470
1,FIRST COLORADO NATIONAL BANK,3047
2,JACKSON FS&LA,30492
2,CLINTON BANK,304
1,CROSSBRIDGE COMMUNITY BANK,30516
1,FREEHOLD BANK,30519
1,LAKE SHORE SAVINGS BANK,30530
1,MARQUETTE SAVINGS BANK,30544
2,WESTMORELAND FS&LA,30551
1,MAYVILLE SAVINGS BANK,30585
2,F&M BANK&TRUST CO,30595
2,ABBEVILLE FIRST BANK SSB,30619
1,GREENVILLE SAVINGS BANK,30637
2,FIRST PIONEER NATIONAL BANK,3063
2,NORTH COUNTY SAVINGS BANK,30656
2,FIRST FINANCIAL BANK NA,3066
1,CLEAR FORK BANK NA,3067
1,FIRST SHORE FS&LA,30680
1,PEOPLES FIRST SAVINGS BANK,30688
1,BANKPACIFIC LTD,30692
2,BANK OF ZACHARY,306
1,MAGYAR BANK,30704
1,EQUITABLE SAVINGS&LOAN ASSN,30707
1,UNIVERSAL BANK,30722
1,FIRST NB OF ANDERSON,3075
1,INDEPENDENT BANK,3076
2,PATHWARD NATIONAL ASSN,30776
2,GLACIER BANK,30788
2,FIRST NATIONAL BANK OF ANSON,3078
2,FIRST NB OF ASPERMONT,3079
1,LANDMARK BANK,307
1,FIRST FS&LA,30812
2,COMMUNITY PARTNERS SB,30819
2,TERRITORIAL SAVINGS BANK,30836
1,MCHENRY SAVINGS BANK,30864
1,BAR HARBOR SAVINGS&LOAN ASSN,30878
1,PROVIDENT SAVINGS BANK FSB,30879
2,FIRST NB OF BALLINGER,3087
1,PEOPLES SAVINGS&LOAN CO,30889
1,FIDELITY BANK NATIONAL ASSN,30895
1,COMMUNITY BK CHESAPEAKE,30903
2,FIRST NB OF BASTROP,3091
2,MID-CENTRAL NATIONAL BANK,30943
2,EL DORADO SAVINGS BANK FSB,30953
1,FIRST FSB OF MASCOUTAH,30969
2,GOUVERNEUR SAVINGS&LOAN ASSN,30976
2,SPRATT SAVINGS BANK,30987
1,CENDERA BANK NATIONAL ASSN,3098
2,CENLAR FSB,30996
2,FIRST NB OF BELLVILLE,3099
2,HOMETOWN BANK,31028
2,STATE NB OF BIG SPRING,3103
1,INTERSTATE BANK,31043
1,FIRST FEDERAL BANK,31077
1,JARRETTSVILLE FS&LA,31083
2,PICKENS SAVINGS&LOAN ASSN FA,31089
2,LEGEND BANK N A,3108
1,BLUE GRASS FS&LA,31090
2,BRADY NATIONAL BANK,3109
2,SECURITY FEDERAL BANK,31100
1,COMMERCIAL NB OF BRADY,3110
1,CECIL BANK,31121
1,FIRST FEDERAL BANK A FSB,31127
2,BRENHAM NATIONAL BANK,3113
1,SECURITY FSB OF MCMINNVILLE,31146
2,FIRST SOUTHERN BANK,31158
1,LONE STAR STB OF WEST TEXAS,3116
1,CITIZENS SAVINGS BANK,31184
1,PONCE BANK,31189
1,FIRST FS&LA,31197
1,GREENEVILLE FEDERAL BANK FSB,31198
1,LIFESTORE BANK,31217
1,FIRST BANK,3121
2,FIRST HARRISON BANK,31223
2,HIGHLAND FS&LA,31232
1,HEARTHSIDE BANK CORP,31236
2,1ST UNITED BANK,31249
1,JACKSON SAVINGS BANK SSB,31266
1,HOMEWOOD FSB,31267
1,CLASSIC BANK NATIONAL ASSN,3126
1,COMMUNITY BANK,31272
1,CITIZENS NATIONAL BANK,3127
2,FIRST FEDERAL BANK,31313
1,WEST PLAINS S&LA,31329
2,FIRST BANK OF CELESTE,3133
1,HERTFORD SAVINGS BANK SSB,31345
1,COLONIAL SAVINGS FA,31361
1,AXIOM BANK NATIONAL ASSN,31390
1,FIRST FS&LA OF SAN RAFAEL,31406
1,FIRST FS&LA,31409
2,CITIZENS BANK,3140
1,1ST FSB OF SC INC,31410
1,CITY NB OF COLORADO CITY,3144
1,HARLEYSVILLE BANK,31461
1,ORIENTAL BANK,31469
2,FIRST FIDELITY BANK,31479
1,EQUITABLE BANK,31485
1,PROGRESSIVE OZARK BANK,31488
2,FIRST NB IN COOPER,3149
2,MER ROUGE STATE BANK,314
1,FIRST FEDERAL SAVINGS BANK,31516
1,WILMINGTON SAVINGS BANK,31539
2,CENTRAL BANK,31545
2,CITIZENS NB OF CROSBYTON,3158
1,TEXAS HERITAGE NATIONAL BANK,3161
1,EAST WEST BANK,31628
2,VOLUNTEER FSB,31694
2,FARMERS&MERCHANTS BANK,3170
1,RIVERBANK,31711
1,HOME SAVINGS BANK FSB,31723
1,GREATER STATE BANK,31762
1,HOME FS&LA,31774
1,BANK OF HOUSTON,3178
1,FIRST NB OF EAGLE LAKE,3179
1,INTERAMERICAN BANK A FSB,31823
1,MAPLEMARK BANK,3182
1,NEWFIRST NATIONAL BANK,3183
1,FINANCIAL FEDERAL BANK,31840
1,FIRST NB OF ELDORADO,3184
1,GRAND BANK FOR SAVINGS FSB,31864
1,CBL STATE SAVINGS BANK,31900
1,CYPRESS BANK SSB,31905
2,FIRST NATIONAL BANK OF EVANT,3190
1,FIRST SENTINEL BANK,31928
1,FAYETTE SAVINGS BANK SSB,31936
2,FALLS CITY NATIONAL BANK,3193
1,TRUSTCO BANK,31945
2,FAYETTEVILLE BANK,3195
1,FIRST WESTERN FSB,31972
2,FIRST TEXAS NATIONAL BANK,3197
2,SLOVENIAN S&LA FRANKLIN-CONE,31994
1,MADISON COUNTY BANK,31999
1,ANGELINA SAVINGS BANK SSB,32018
1,UNITED BANK,32025
1,TEXAS GULF BANK NA,3206
1,VIKING BANK NATIONAL ASSN,32082
1,GRAND SAVINGS BANK,32084
1,MOODY NATIONAL BANK,3210
1,SHELBY SAVINGS BANK SSB,32135
1,PACIFIC PREMIER BANK,32172
1,LUTHER BURBANK SAVINGS,32178
2,FIRST NB OF GIDDINGS,3217
2,USAA FEDERAL SAVINGS BANK,32188
1,FIRST NB OF EAST TEXAS,3218
2,GILMER NB GILMER TEXAS,3219
2,HOLMES COUNTY BANK,321
1,SUMMIT STATE BANK,32203
1,STERLING BANK&TRUST FSB,32232
1,LIBERTY SAVINGS BANK FSB,32242
1,DOLLAR BANK FSB,32245
1,ABACUS FEDERAL SAVINGS BANK,32257
2,TITAN BANK N A,3225
1,CIERA BANK,3226
1,EASTERN INTERNATIONAL BANK,32277
1,MALAGA BANK FSB,32282
1,COMMUNITY SAVINGS BANK,32286
2,FIRST NB OF GRANBURY,3228
1,WOODSFIELD SAVINGS BANK,32292
1,MIAMI SAVINGS BANK,32293
1,UNION SAVINGS BANK,32296
1,NEW FOUNDATION SAVINGS BANK,32306
2,GALION BUILDING&LOAN BANK,32307
1,GRANDVIEW BANK,3230
2,GRANGER NATIONAL BANK,3232
1,TAYLORSVILLE SB SSB,32348
1,EASTERN SAVINGS BANK FSB,32360
1,PRESIDENTIAL BANK FSB,32363
2,STATE NATIONAL BANK OF GROOM,3237
1,UNITED MIDWEST SB NA,32441
1,HOMELAND FSB,32459
1,HOMESTREET BANK,32489
2,FIRST NB OF HEBBRONVILLE,3248
1,CITIZENS BANK,324
1,VERABANK NATIONAL ASSN,3250
1,AMERICAN SAVINGS BANK FSB,32526
1,BAYVANGUARD BANK,32527
2,SOUTH GEORGIA BANK,32532
1,FLAGSTAR BANK NATIONAL ASSN,32541
0,LENDINGCLUB BANK NA,32551
2,CITIZENS NB OF HILLSBORO,3255
1,HORIZON BANK SSB,3256
2,BEAL BANK,32574
1,NATIONAL COOP BANK N A,32612
0,FIRST SAVINGS BANK,32629
1,NORTHWEST BANK,32647
1,FIRST NB OF HUGHES SPRINGS,3268
2,FIRST NB OF HUNTSVILLE,3269
2,HELM BANK USA,32718
2,JACKSBORO NATIONAL BANK,3275
1,AUSTIN BANK TEXAS NA,3276
1,EASTERN BANK,32773
2,BANK OF MARIN,32779
2,KARNES CNTY NB OF KARNES CTY,3279
2,MERCHANTS&PLANTERS BANK,327
1,COMMUNITY FIRST BANK INC,32838
2,FIRST NATIONAL BANK TEXAS,3285
2,KLEBERG BANK N A,3286
2,NATIONAL BANK&TRUST,3289
1,TUSTIN COMMUNITY BANK,32908
2,WHITAKER BANK,32912
2,LAMESA NATIONAL BANK,3292
2,FIRST TEXAS BANK,3293
1,WESTSTAR BANK,32941
3,BLACKROCK INSTL TR CO NA,32961
2,COMMUNITY BANK&TRUST ALABAMA,32968
1,GULF COAST BANK&TRUST CO,32974
2,MORGAN STANLEY BANK NA,32992
1,FCB BANKS,33005
1,COUNTY BANK,33009
1,FIRST PEOPLES BANK,33010
1,ASIAN PACIFIC NATIONAL BANK,33013
1,FIRST LIBERTY BANK,3301
2,SURETY BANK,33026
1,TEXANA BANK NATIONAL ASSN,3302
2,FIRST NATIONAL BANK OF LIPAN,3303
2,FIRST NB OF LIVINGSTON,3305
1,GATEWAY BANK FSB,33103
1,COLORADO FSB,33111
1,HERITAGE BANK INC,33119
0,GOLDMAN SACHS BANK USA,33124
1,FIRST FARMERS&MERCHANTS NB,33131
1,WOODLANDS BANK,33136
1,CORNERSTONE COMMUNITY BANK,33137
1,SOUND BANKING CO,33183
